WorkItemID,ProjectID,WorkItemCode,WorkItemName,WorkItemCategory,WorkItemType,PlannedStartDate,PlannedFinishDate,Quantity,UnitOfMeasure,Priority,CurrentStatusID
WIT-000166,PRJ-002,PRJ-002-ITEM-000166,Grow Visionary Content Package,Exterior,Milestone,2026-03-07,2026-03-25,433.88,m3,High,STS-007
WIT-000167,PRJ-003,PRJ-003-ITEM-000167,Brand Extensible Networks Package,Safety,Package,2026-03-18,2026-06-05,227.49,ea,Critical,STS-005
WIT-000168,PRJ-004,PRJ-004-ITEM-000168,Re-Intermediate Mission-Critical E-Tailers Package,Structure,Task,2025-11-10,2026-01-15,119.09,lot,Low,STS-001
WIT-000169,PRJ-005,PRJ-005-ITEM-000169,Morph Strategic Communities Package,Mechanical,Inspection,2025-07-16,2025-08-18,373.26,hr,Medium,STS-003
WIT-000170,PRJ-001,PRJ-001-ITEM-000170,Reinvent Intuitive Communities Package,Electrical,Milestone,2025-12-04,2026-03-15,53.53,m2,High,STS-002
WIT-000171,PRJ-002,PRJ-002-ITEM-000171,Deploy Customized Metrics Package,Interior,Package,2025-10-12,2026-01-18,34.21,m3,Critical,STS-005
WIT-000172,PRJ-003,PRJ-003-ITEM-000172,Envisioneer Robust E-Services Package,Exterior,Task,2026-01-31,2026-03-31,73.94,ea,Low,STS-005
WIT-000173,PRJ-004,PRJ-004-ITEM-000173,Unleash Front-End Bandwidth Package,Safety,Inspection,2026-02-06,2026-04-20,412.51,lot,Medium,STS-004
WIT-000174,PRJ-005,PRJ-005-ITEM-000174,Innovate Bleeding-Edge Portals Package,Structure,Milestone,2025-03-30,2025-05-10,72.79,hr,High,STS-007
WIT-000175,PRJ-001,PRJ-001-ITEM-000175,Benchmark 24/365 E-Commerce Package,Mechanical,Package,2026-05-02,2026-06-11,460.56,m2,Critical,STS-005
WIT-000176,PRJ-002,PRJ-002-ITEM-000176,Incubate Magnetic Experiences Package,Electrical,Task,2025-11-24,2026-02-05,143.08,m3,Low,STS-003
WIT-000177,PRJ-003,PRJ-003-ITEM-000177,Redefine Real-Time Eyeballs Package,Interior,Inspection,2025-09-28,2025-10-22,77.65,ea,Medium,STS-005
WIT-000178,PRJ-004,PRJ-004-ITEM-000178,Streamline Frictionless Content Package,Exterior,Milestone,2025-11-14,2026-01-10,11.55,lot,High,STS-001
WIT-000179,PRJ-005,PRJ-005-ITEM-000179,Extend Front-End Systems Package,Safety,Package,2026-05-11,2026-05-29,28.64,hr,Critical,STS-004
WIT-000180,PRJ-001,PRJ-001-ITEM-000180,Target Seamless Interfaces Package,Structure,Task,2025-10-20,2025-11-16,27.64,m2,Low,STS-003
WIT-000181,PRJ-002,PRJ-002-ITEM-000181,Deliver Rich Systems Package,Mechanical,Inspection,2026-01-24,2026-02-18,295.98,m3,Medium,STS-003
WIT-000182,PRJ-003,PRJ-003-ITEM-000182,Expedite Revolutionary E-Commerce Package,Electrical,Milestone,2025-09-02,2025-11-05,197.42,ea,High,STS-002
WIT-000183,PRJ-004,PRJ-004-ITEM-000183,Expedite Dot-Com Web-Readiness Package,Interior,Package,2026-02-20,2026-05-14,159.68,lot,Critical,STS-001
WIT-000184,PRJ-005,PRJ-005-ITEM-000184,Enhance Vertical Methodologies Package,Exterior,Task,2025-04-14,2025-08-10,437.63,hr,Low,STS-004
WIT-000185,PRJ-001,PRJ-001-ITEM-000185,Maximize Revolutionary Roi Package,Safety,Inspection,2025-12-15,2026-02-16,425.71,m2,Medium,STS-004
WIT-000186,PRJ-002,PRJ-002-ITEM-000186,Mesh Visionary Niches Package,Structure,Milestone,2026-04-11,2026-06-16,91.57,m3,High,STS-005
WIT-000187,PRJ-003,PRJ-003-ITEM-000187,Benchmark User-Centric Functionalities Package,Mechanical,Package,2025-10-11,2025-10-20,119.14,ea,Critical,STS-004
WIT-000188,PRJ-004,PRJ-004-ITEM-000188,Evolve Collaborative Convergence Package,Electrical,Task,2026-04-26,2026-05-27,286.05,lot,Low,STS-004
WIT-000189,PRJ-005,PRJ-005-ITEM-000189,Facilitate World-Class Web Services Package,Interior,Inspection,2025-12-17,2026-01-19,208.71,hr,Medium,STS-007
WIT-000190,PRJ-001,PRJ-001-ITEM-000190,Iterate Granular Supply-Chains Package,Exterior,Milestone,2025-10-12,2025-11-18,187.43,m2,High,STS-005
WIT-000191,PRJ-002,PRJ-002-ITEM-000191,Scale Rich Technologies Package,Safety,Package,2026-03-19,2026-03-29,262.35,m3,Critical,STS-004
WIT-000192,PRJ-003,PRJ-003-ITEM-000192,Strategize Robust Bandwidth Package,Structure,Task,2026-04-16,2026-08-01,416.9,ea,Low,STS-005
WIT-000193,PRJ-004,PRJ-004-ITEM-000193,Harness Dot-Com Vortals Package,Mechanical,Inspection,2025-11-21,2025-12-07,26.93,lot,Medium,STS-005
WIT-000194,PRJ-005,PRJ-005-ITEM-000194,Revolutionize Wireless Mindshare Package,Electrical,Milestone,2025-05-04,2025-06-24,50.46,hr,High,STS-003
WIT-000195,PRJ-001,PRJ-001-ITEM-000195,Repurpose Plug-And-Play E-Markets Package,Interior,Package,2025-09-02,2025-12-22,421.94,m2,Critical,STS-005
WIT-000196,PRJ-002,PRJ-002-ITEM-000196,Aggregate Bricks-And-Clicks E-Business Package,Exterior,Task,2025-11-01,2026-02-06,489.81,m3,Low,STS-007
WIT-000197,PRJ-003,PRJ-003-ITEM-000197,Synthesize Visionary Markets Package,Safety,Inspection,2026-05-22,2026-09-07,401.21,ea,Medium,STS-004
WIT-000198,PRJ-004,PRJ-004-ITEM-000198,Empower End-To-End Technologies Package,Structure,Milestone,2026-01-05,2026-03-17,321.6,lot,High,STS-007
WIT-000199,PRJ-005,PRJ-005-ITEM-000199,Matrix Holistic Initiatives Package,Mechanical,Package,2026-01-09,2026-04-13,389.72,hr,Critical,STS-004
WIT-000200,PRJ-001,PRJ-001-ITEM-000200,Whiteboard Web-Enabled Communities Package,Electrical,Task,2025-09-13,2025-12-11,268.5,m2,Low,STS-006
WIT-000201,PRJ-002,PRJ-002-ITEM-000201,Engage Value-Added Schemas Package,Interior,Inspection,2026-02-08,2026-02-28,257.6,m3,Medium,STS-004
WIT-000202,PRJ-003,PRJ-003-ITEM-000202,Evolve Magnetic Initiatives Package,Exterior,Milestone,2026-01-07,2026-05-03,231.94,ea,High,STS-006
WIT-000203,PRJ-004,PRJ-004-ITEM-000203,Embrace B2C Models Package,Safety,Package,2026-04-15,2026-07-27,193.16,lot,Critical,STS-003
WIT-000204,PRJ-005,PRJ-005-ITEM-000204,Deliver Real-Time E-Markets Package,Structure,Task,2025-09-17,2025-12-09,133.97,hr,Low,STS-007
WIT-000205,PRJ-001,PRJ-001-ITEM-000205,Syndicate Interactive Bandwidth Package,Mechanical,Inspection,2026-03-08,2026-05-25,70.74,m2,Medium,STS-004
WIT-000206,PRJ-002,PRJ-002-ITEM-000206,Orchestrate Integrated Solutions Package,Electrical,Milestone,2026-05-13,2026-07-06,209.03,m3,High,STS-003
WIT-000207,PRJ-003,PRJ-003-ITEM-000207,Deliver Global Partnerships Package,Interior,Package,2026-03-22,2026-05-20,117.05,ea,Critical,STS-004
WIT-000208,PRJ-004,PRJ-004-ITEM-000208,Revolutionize Next-Generation Supply-Chains Package,Exterior,Task,2026-02-02,2026-03-17,183.83,lot,Low,STS-004
WIT-000209,PRJ-005,PRJ-005-ITEM-000209,Empower Clicks-And-Mortar Technologies Package,Safety,Inspection,2026-03-04,2026-04-20,164.42,hr,Medium,STS-006
WIT-000210,PRJ-001,PRJ-001-ITEM-000210,E-Enable Holistic Eyeballs Package,Structure,Milestone,2025-12-26,2026-02-18,343.19,m2,High,STS-001
WIT-000211,PRJ-002,PRJ-002-ITEM-000211,Incubate Compelling Convergence Package,Mechanical,Package,2026-04-02,2026-05-20,149.14,m3,Critical,STS-005
WIT-000212,PRJ-003,PRJ-003-ITEM-000212,Engage Enterprise Bandwidth Package,Electrical,Task,2025-12-09,2026-03-15,458.26,ea,Low,STS-004
WIT-000213,PRJ-004,PRJ-004-ITEM-000213,Cultivate Dynamic Action-Items Package,Interior,Inspection,2026-02-19,2026-06-13,240.97,lot,Medium,STS-005
WIT-000214,PRJ-005,PRJ-005-ITEM-000214,Synergize Bleeding-Edge E-Markets Package,Exterior,Milestone,2026-04-23,2026-07-25,268.18,hr,High,STS-004
WIT-000215,PRJ-001,PRJ-001-ITEM-000215,Harness Collaborative Architectures Package,Safety,Package,2025-09-18,2025-10-30,424.43,m2,Critical,STS-003
WIT-000216,PRJ-002,PRJ-002-ITEM-000216,Repurpose B2C Models Package,Structure,Task,2026-03-09,2026-05-09,402.39,m3,Low,STS-004
WIT-000217,PRJ-003,PRJ-003-ITEM-000217,Enable Open-Source Platforms Package,Mechanical,Inspection,2025-08-16,2025-11-04,266.83,ea,Medium,STS-004
WIT-000218,PRJ-004,PRJ-004-ITEM-000218,Transform Ubiquitous Synergies Package,Electrical,Milestone,2026-04-06,2026-07-08,144.79,lot,High,STS-005
WIT-000219,PRJ-005,PRJ-005-ITEM-000219,Deploy B2C Partnerships Package,Interior,Package,2025-05-25,2025-08-10,367.71,hr,Critical,STS-004
WIT-000220,PRJ-001,PRJ-001-ITEM-000220,Generate Back-End Supply-Chains Package,Exterior,Task,2026-03-03,2026-03-12,347.7,m2,Low,STS-005
WIT-000221,PRJ-002,PRJ-002-ITEM-000221,Visualize Strategic Supply-Chains Package,Safety,Inspection,2026-03-14,2026-04-11,430.5,m3,Medium,STS-004
WIT-000222,PRJ-003,PRJ-003-ITEM-000222,Iterate Enterprise Vortals Package,Structure,Milestone,2026-04-20,2026-08-08,307.58,ea,High,STS-005
WIT-000223,PRJ-004,PRJ-004-ITEM-000223,Cultivate Robust E-Business Package,Mechanical,Package,2026-04-25,2026-05-15,48.45,lot,Critical,STS-005
WIT-000224,PRJ-005,PRJ-005-ITEM-000224,Incentivize Front-End E-Services Package,Electrical,Task,2025-03-28,2025-06-12,43.16,hr,Low,STS-005
WIT-000225,PRJ-001,PRJ-001-ITEM-000225,Brand Mission-Critical Functionalities Package,Interior,Inspection,2025-10-07,2026-01-03,468.03,m2,Medium,STS-004
WIT-000226,PRJ-002,PRJ-002-ITEM-000226,Grow Frictionless Content Package,Exterior,Milestone,2025-11-19,2026-02-15,479.48,m3,High,STS-001
WIT-000227,PRJ-003,PRJ-003-ITEM-000227,Integrate World-Class Markets Package,Safety,Package,2025-08-13,2025-09-02,400.64,ea,Critical,STS-004
WIT-000228,PRJ-004,PRJ-004-ITEM-000228,Seize Out-Of-The-Box E-Commerce Package,Structure,Task,2026-02-08,2026-03-31,391.53,lot,Low,STS-004
WIT-000229,PRJ-005,PRJ-005-ITEM-000229,Incentivize Transparent Networks Package,Mechanical,Inspection,2025-05-27,2025-08-08,397.76,hr,Medium,STS-003
WIT-000230,PRJ-001,PRJ-001-ITEM-000230,Generate Viral Communities Package,Electrical,Milestone,2026-05-24,2026-09-13,127.44,m2,High,STS-002
WIT-000231,PRJ-002,PRJ-002-ITEM-000231,Evolve Enterprise E-Business Package,Interior,Package,2025-12-17,2026-04-09,295.45,m3,Critical,STS-004
WIT-000232,PRJ-003,PRJ-003-ITEM-000232,Incentivize Rich Applications Package,Exterior,Task,2026-04-24,2026-05-04,308.47,ea,Low,STS-004
WIT-000233,PRJ-004,PRJ-004-ITEM-000233,Enhance Plug-And-Play Functionalities Package,Safety,Inspection,2025-12-12,2025-12-27,86.47,lot,Medium,STS-004
WIT-000234,PRJ-005,PRJ-005-ITEM-000234,Target Dot-Com Web Services Package,Structure,Milestone,2025-08-19,2025-09-07,286.64,hr,High,STS-005
WIT-000235,PRJ-001,PRJ-001-ITEM-000235,Productize Plug-And-Play Technologies Package,Mechanical,Package,2025-09-05,2025-11-13,233.53,m2,Critical,STS-004
WIT-000236,PRJ-002,PRJ-002-ITEM-000236,Leverage Intuitive Systems Package,Electrical,Task,2026-05-11,2026-08-02,382.2,m3,Low,STS-004
WIT-000237,PRJ-003,PRJ-003-ITEM-000237,Benchmark Seamless Functionalities Package,Interior,Inspection,2025-12-14,2026-02-17,399.82,ea,Medium,STS-004
WIT-000238,PRJ-004,PRJ-004-ITEM-000238,Scale Dot-Com Bandwidth Package,Exterior,Milestone,2026-03-31,2026-06-03,300.2,lot,High,STS-005
WIT-000239,PRJ-005,PRJ-005-ITEM-000239,Aggregate Integrated Info-Mediaries Package,Safety,Package,2025-09-25,2025-11-25,465.69,hr,Critical,STS-005
WIT-000240,PRJ-001,PRJ-001-ITEM-000240,Incentivize Enterprise Networks Package,Structure,Task,2025-10-13,2026-01-23,59.43,m2,Low,STS-007
WIT-000241,PRJ-002,PRJ-002-ITEM-000241,Maximize Distributed Technologies Package,Mechanical,Inspection,2026-02-27,2026-03-17,44.77,m3,Medium,STS-003
WIT-000242,PRJ-003,PRJ-003-ITEM-000242,E-Enable Impactful Niches Package,Electrical,Milestone,2025-08-10,2025-10-10,209.89,ea,High,STS-001
WIT-000243,PRJ-004,PRJ-004-ITEM-000243,Maximize Scalable Metrics Package,Interior,Package,2025-10-21,2026-01-09,387.39,lot,Critical,STS-004
WIT-000244,PRJ-005,PRJ-005-ITEM-000244,E-Enable Front-End E-Services Package,Exterior,Task,2026-02-23,2026-03-23,167.49,hr,Low,STS-002
WIT-000245,PRJ-001,PRJ-001-ITEM-000245,Exploit Synergistic E-Services Package,Safety,Inspection,2026-04-25,2026-07-16,449.28,m2,Medium,STS-003
WIT-000246,PRJ-002,PRJ-002-ITEM-000246,Re-Intermediate Dot-Com Methodologies Package,Structure,Milestone,2025-12-23,2026-03-31,136.0,m3,High,STS-004
WIT-000247,PRJ-003,PRJ-003-ITEM-000247,Drive Global Functionalities Package,Mechanical,Package,2026-05-22,2026-08-22,182.73,ea,Critical,STS-003
WIT-000248,PRJ-004,PRJ-004-ITEM-000248,Productize Revolutionary Content Package,Electrical,Task,2025-11-24,2026-01-29,79.65,lot,Low,STS-001
WIT-000249,PRJ-005,PRJ-005-ITEM-000249,Integrate Bricks-And-Clicks Channels Package,Interior,Inspection,2026-01-11,2026-02-21,74.74,hr,Medium,STS-004
WIT-000250,PRJ-001,PRJ-001-ITEM-000250,Redefine Distributed Vortals Package,Exterior,Milestone,2025-10-07,2025-10-21,219.51,m2,High,STS-007
WIT-000251,PRJ-002,PRJ-002-ITEM-000251,Reinvent 24/365 Channels Package,Safety,Package,2026-03-21,2026-07-11,192.28,m3,Critical,STS-005
WIT-000252,PRJ-003,PRJ-003-ITEM-000252,Matrix Bricks-And-Clicks Deliverables Package,Structure,Task,2026-02-27,2026-03-18,276.94,ea,Low,STS-004
WIT-000253,PRJ-004,PRJ-004-ITEM-000253,Redefine Real-Time Communities Package,Mechanical,Inspection,2026-04-30,2026-07-27,468.13,lot,Medium,STS-005
WIT-000254,PRJ-005,PRJ-005-ITEM-000254,Redefine Compelling Technologies Package,Electrical,Milestone,2025-08-21,2025-10-06,240.21,hr,High,STS-006
WIT-000255,PRJ-001,PRJ-001-ITEM-000255,Exploit One-To-One Bandwidth Package,Interior,Package,2026-01-11,2026-04-15,188.8,m2,Critical,STS-004
WIT-000256,PRJ-002,PRJ-002-ITEM-000256,Orchestrate Magnetic Methodologies Package,Exterior,Task,2025-11-09,2026-01-27,359.16,m3,Low,STS-004
WIT-000257,PRJ-003,PRJ-003-ITEM-000257,Innovate Impactful Schemas Package,Safety,Inspection,2026-05-10,2026-09-05,475.65,ea,Medium,STS-004
WIT-000258,PRJ-004,PRJ-004-ITEM-000258,Evolve Impactful Synergies Package,Structure,Milestone,2026-03-09,2026-05-01,425.42,lot,High,STS-005
WIT-000259,PRJ-005,PRJ-005-ITEM-000259,Incubate 24/7 Bandwidth Package,Mechanical,Package,2025-08-27,2025-09-14,318.9,hr,Critical,STS-004
WIT-000260,PRJ-001,PRJ-001-ITEM-000260,Innovate Back-End Applications Package,Electrical,Task,2026-01-23,2026-02-11,294.54,m2,Low,STS-004
WIT-000261,PRJ-002,PRJ-002-ITEM-000261,Transition Out-Of-The-Box Platforms Package,Interior,Inspection,2026-03-07,2026-03-26,343.36,m3,Medium,STS-004
WIT-000262,PRJ-003,PRJ-003-ITEM-000262,Enhance Collaborative Web-Readiness Package,Exterior,Milestone,2026-04-21,2026-06-27,227.7,ea,High,STS-003
WIT-000263,PRJ-004,PRJ-004-ITEM-000263,Harness Magnetic Experiences Package,Safety,Package,2026-05-24,2026-05-30,412.87,lot,Critical,STS-005
WIT-000264,PRJ-005,PRJ-005-ITEM-000264,Whiteboard Plug-And-Play Content Package,Structure,Task,2025-03-24,2025-05-17,229.82,hr,Low,STS-003
WIT-000265,PRJ-001,PRJ-001-ITEM-000265,Deploy One-To-One Channels Package,Mechanical,Inspection,2026-05-12,2026-06-19,221.71,m2,Medium,STS-004
WIT-000266,PRJ-002,PRJ-002-ITEM-000266,Integrate Seamless Models Package,Electrical,Milestone,2025-10-28,2025-11-03,459.3,m3,High,STS-005
WIT-000267,PRJ-003,PRJ-003-ITEM-000267,Transform Web-Enabled Users Package,Interior,Package,2025-09-16,2025-10-25,390.87,ea,Critical,STS-001
WIT-000268,PRJ-004,PRJ-004-ITEM-000268,Synergize Ubiquitous Relationships Package,Exterior,Task,2025-12-09,2026-02-14,498.52,lot,Low,STS-005
WIT-000269,PRJ-005,PRJ-005-ITEM-000269,Deploy B2C E-Markets Package,Safety,Inspection,2026-03-29,2026-04-15,439.72,hr,Medium,STS-005
WIT-000270,PRJ-001,PRJ-001-ITEM-000270,Transform Holistic E-Business Package,Structure,Milestone,2026-05-14,2026-08-05,418.61,m2,High,STS-004
WIT-000271,PRJ-002,PRJ-002-ITEM-000271,Empower Robust Relationships Package,Mechanical,Package,2026-03-18,2026-04-24,54.1,m3,Critical,STS-005
WIT-000272,PRJ-003,PRJ-003-ITEM-000272,Grow Visionary Action-Items Package,Electrical,Task,2025-10-25,2026-01-14,333.18,ea,Low,STS-003
WIT-000273,PRJ-004,PRJ-004-ITEM-000273,Transform Out-Of-The-Box Users Package,Interior,Inspection,2026-03-07,2026-07-04,325.41,lot,Medium,STS-004
WIT-000274,PRJ-005,PRJ-005-ITEM-000274,Streamline Impactful Niches Package,Exterior,Milestone,2025-11-08,2026-01-23,448.62,hr,High,STS-004
WIT-000275,PRJ-001,PRJ-001-ITEM-000275,Embrace Ubiquitous Infrastructures Package,Safety,Package,2025-11-14,2025-11-29,15.47,m2,Critical,STS-001
WIT-000276,PRJ-002,PRJ-002-ITEM-000276,Visualize Vertical Markets Package,Structure,Task,2026-01-01,2026-02-03,72.37,m3,Low,STS-003
WIT-000277,PRJ-003,PRJ-003-ITEM-000277,Incentivize End-To-End Networks Package,Mechanical,Inspection,2025-12-09,2026-01-10,388.61,ea,Medium,STS-005
WIT-000278,PRJ-004,PRJ-004-ITEM-000278,Optimize Best-Of-Breed Applications Package,Electrical,Milestone,2026-01-05,2026-04-12,455.41,lot,High,STS-004
WIT-000279,PRJ-005,PRJ-005-ITEM-000279,Transition Bleeding-Edge Supply-Chains Package,Interior,Package,2025-07-20,2025-08-16,328.48,hr,Critical,STS-004
WIT-000280,PRJ-001,PRJ-001-ITEM-000280,Generate Clicks-And-Mortar Niches Package,Exterior,Task,2025-10-29,2026-02-15,3.71,m2,Low,STS-004
WIT-000281,PRJ-002,PRJ-002-ITEM-000281,Enable Dot-Com Roi Package,Safety,Inspection,2025-12-06,2025-12-15,26.78,m3,Medium,STS-007
WIT-000282,PRJ-003,PRJ-003-ITEM-000282,Repurpose Proactive Channels Package,Structure,Milestone,2025-09-13,2025-12-21,400.94,ea,High,STS-004
WIT-000283,PRJ-004,PRJ-004-ITEM-000283,Seize Web-Enabled Applications Package,Mechanical,Package,2025-10-23,2026-01-05,120.04,lot,Critical,STS-003
WIT-000284,PRJ-005,PRJ-005-ITEM-000284,Utilize Virtual Portals Package,Electrical,Task,2025-10-12,2025-11-19,29.56,hr,Low,STS-005
WIT-000285,PRJ-001,PRJ-001-ITEM-000285,Enable Next-Generation Deliverables Package,Interior,Inspection,2025-09-22,2026-01-02,400.68,m2,Medium,STS-003
WIT-000286,PRJ-002,PRJ-002-ITEM-000286,Extend Innovative Info-Mediaries Package,Exterior,Milestone,2025-11-24,2026-03-20,386.28,m3,High,STS-004
WIT-000287,PRJ-003,PRJ-003-ITEM-000287,Revolutionize Bricks-And-Clicks Mindshare Package,Safety,Package,2026-01-23,2026-05-14,349.36,ea,Critical,STS-001
WIT-000288,PRJ-004,PRJ-004-ITEM-000288,Grow Magnetic E-Business Package,Structure,Task,2025-11-29,2026-03-08,21.04,lot,Low,STS-004
WIT-000289,PRJ-005,PRJ-005-ITEM-000289,Drive Seamless Bandwidth Package,Mechanical,Inspection,2025-03-08,2025-06-17,101.69,hr,Medium,STS-004
WIT-000290,PRJ-001,PRJ-001-ITEM-000290,Utilize Leading-Edge Info-Mediaries Package,Electrical,Milestone,2026-05-09,2026-05-27,252.76,m2,High,STS-005
WIT-000291,PRJ-002,PRJ-002-ITEM-000291,Brand Sticky Models Package,Interior,Package,2026-03-15,2026-04-03,372.85,m3,Critical,STS-003
WIT-000292,PRJ-003,PRJ-003-ITEM-000292,Redefine Visionary Partnerships Package,Exterior,Task,2026-05-05,2026-07-12,425.71,ea,Low,STS-005
WIT-000293,PRJ-004,PRJ-004-ITEM-000293,Harness B2B Partnerships Package,Safety,Inspection,2025-11-18,2026-02-03,78.45,lot,Medium,STS-005
WIT-000294,PRJ-005,PRJ-005-ITEM-000294,Empower World-Class Architectures Package,Structure,Milestone,2025-05-12,2025-08-18,97.33,hr,High,STS-004
WIT-000295,PRJ-001,PRJ-001-ITEM-000295,Mesh Distributed Bandwidth Package,Mechanical,Package,2026-04-22,2026-07-20,136.11,m2,Critical,STS-007
WIT-000296,PRJ-002,PRJ-002-ITEM-000296,Expedite User-Centric Platforms Package,Electrical,Task,2026-04-25,2026-05-11,490.12,m3,Low,STS-004
WIT-000297,PRJ-003,PRJ-003-ITEM-000297,Embrace Killer E-Commerce Package,Interior,Inspection,2026-05-01,2026-07-26,306.16,ea,Medium,STS-004
WIT-000298,PRJ-004,PRJ-004-ITEM-000298,Matrix Bleeding-Edge E-Markets Package,Exterior,Milestone,2026-04-11,2026-06-13,308.54,lot,High,STS-004
WIT-000299,PRJ-005,PRJ-005-ITEM-000299,Transition Ubiquitous Interfaces Package,Safety,Package,2025-10-24,2025-11-04,22.13,hr,Critical,STS-004
WIT-000300,PRJ-001,PRJ-001-ITEM-000300,Drive Mission-Critical Vortals Package,Structure,Task,2026-02-10,2026-03-12,355.08,m2,Low,STS-004
WIT-000301,PRJ-002,PRJ-002-ITEM-000301,Harness Dot-Com Relationships Package,Mechanical,Inspection,2026-03-25,2026-07-09,87.39,m3,Medium,STS-003
WIT-000302,PRJ-003,PRJ-003-ITEM-000302,Innovate Collaborative Partnerships Package,Electrical,Milestone,2025-09-30,2025-11-16,92.58,ea,High,STS-004
WIT-000303,PRJ-004,PRJ-004-ITEM-000303,E-Enable Strategic Infrastructures Package,Interior,Package,2025-11-22,2025-12-07,490.03,lot,Critical,STS-007
WIT-000304,PRJ-005,PRJ-005-ITEM-000304,Transform Out-Of-The-Box Channels Package,Exterior,Task,2026-01-04,2026-03-18,392.26,hr,Low,STS-004
WIT-000305,PRJ-001,PRJ-001-ITEM-000305,Streamline Open-Source Web Services Package,Safety,Inspection,2026-04-06,2026-06-02,318.57,m2,Medium,STS-002
WIT-000306,PRJ-002,PRJ-002-ITEM-000306,Deploy Synergistic Web Services Package,Structure,Milestone,2025-11-27,2026-03-12,73.42,m3,High,STS-003
WIT-000307,PRJ-003,PRJ-003-ITEM-000307,Brand Scalable Technologies Package,Mechanical,Package,2026-05-20,2026-07-29,473.07,ea,Critical,STS-003
WIT-000308,PRJ-004,PRJ-004-ITEM-000308,Seize Sticky Networks Package,Electrical,Task,2026-02-16,2026-04-24,289.43,lot,Low,STS-003
WIT-000309,PRJ-005,PRJ-005-ITEM-000309,Architect B2C Web Services Package,Interior,Inspection,2026-03-04,2026-04-12,350.19,hr,Medium,STS-004
WIT-000310,PRJ-001,PRJ-001-ITEM-000310,Enhance Sticky Convergence Package,Exterior,Milestone,2026-03-08,2026-04-11,470.36,m2,High,STS-004
WIT-000311,PRJ-002,PRJ-002-ITEM-000311,Disintermediate One-To-One Niches Package,Safety,Package,2026-05-15,2026-08-02,75.07,m3,Critical,STS-004
WIT-000312,PRJ-003,PRJ-003-ITEM-000312,Enhance Cutting-Edge Schemas Package,Structure,Task,2026-03-12,2026-05-09,202.61,ea,Low,STS-003
WIT-000313,PRJ-004,PRJ-004-ITEM-000313,Utilize Real-Time Web-Readiness Package,Mechanical,Inspection,2026-05-22,2026-07-24,237.61,lot,Medium,STS-001
WIT-000314,PRJ-005,PRJ-005-ITEM-000314,Empower Extensible Supply-Chains Package,Electrical,Milestone,2025-06-23,2025-07-12,67.91,hr,High,STS-004
WIT-000315,PRJ-001,PRJ-001-ITEM-000315,Implement Viral Eyeballs Package,Interior,Package,2026-01-16,2026-02-03,139.76,m2,Critical,STS-006
WIT-000316,PRJ-002,PRJ-002-ITEM-000316,Repurpose Wireless Partnerships Package,Exterior,Task,2026-05-18,2026-06-02,214.52,m3,Low,STS-001
WIT-000317,PRJ-003,PRJ-003-ITEM-000317,Extend Proactive Infrastructures Package,Safety,Inspection,2025-09-26,2025-11-05,305.88,ea,Medium,STS-006
